Name,Brand,Latitude,Longitude
Unknown,Unknown,43.8176491,-81.366104
Petro-Pass Cardlock,Petro-Canada,43.2575607,-79.7823662
Mobil,Mobil,42.2393228,-82.9644058
MacEwen,MacEwen,44.611711,-76.1214676
Petro-Canada,Petro-Canada,42.2746008,-83.050501
Petro-Canada,Petro-Canada,42.3332505,-82.9432368
Esso,Esso,44.4996463,-80.1899566
Shell,Shell,42.9670678,-81.2620593
Esso,Esso,43.7134022,-79.5824946
BM Gas,Unknown,43.0284237,-81.1876425
Mike's One Stop,Unknown,47.4419835,-79.6374389
Ultramar,Ultramar,44.2901797,-78.3438452
Petro-Canada,Petro-Canada,43.7571004,-79.4899786
Mr Gas,Unknown,46.056169,-77.475071
MacEwen,MacEwen,46.6494964,-79.0882993
Petro-Canada,Petro-Canada,47.5084543,-79.6867559
BNS Corner Gas,Unknown,47.4272377,-79.6450663
Mr Gas,Unknown,47.5102395,-79.6717374
UPI Energy,Unknown,46.2640725,-81.7688591
Serpent River Trading Post,Unknown,46.2057388,-82.4209661
Voyageur Pump,Unknown,46.946283,-84.5746767
Damco Fuels,Unknown,49.3458283,-82.1666229
LeClair Fuels,Unknown,46.7220646,-84.3472012
MF,Unknown,46.201666,-82.938452
Tim's Convenience,Unknown,46.3257849,-79.8714533
Chez St Pierre General Store,Unknown,46.3252066,-80.1708785
"Swipe, Pump Go",Unknown,48.7264568,-86.3767144
Mobile,Mobil,48.7213593,-86.3737956
Esso,Esso,48.7819902,-87.1027291
Top Valu,Unknown,48.5936425,-89.8882274
Pine Point Resort,Unknown,48.838396,-90.469923
Willard Lake Resort,Unknown,49.826827,-93.976364
Esso,Esso,49.8541169,-93.3649597
Shell,Unknown,49.859788,-93.388681
Eagle Junction,Unknown,49.8146516,-93.1847115
PR Gas,Unknown,49.7359598,-93.0573427
Petro-Canada,Unknown,49.4167932,-91.6596799
Esso,Esso,51.266104,-80.650678
Norm's Gas Bar,Unknown,49.796661,-84.1348508
CAN-OP,Unknown,48.7809956,-86.5873503
Fertengiger's Gas Variety,Unknown,48.8819645,-87.5562236
CAN-OP,Unknown,48.921822,-87.772222
Pelletier's Gas Bar,Unknown,49.025263,-88.2431452
Red Rock Marina,Unknown,48.946773,-88.254247
White Lake Lodge,Unknown,48.7057513,-85.5539368
Dubreuil Lumber Inc,Unknown,48.352428,-84.543915
101 Gas Trading Post,Unknown,47.8349437,-83.3443213
Esso,Esso,47.8196298,-83.3975951
MF,Unknown,47.837559,-83.40198
Pimii Kamik,Unknown,47.8255113,-83.4363076
Gowganda Lake Camp,Unknown,47.652235,-80.777149
Dog Star Services,Unknown,47.9401398,-80.6424407
Cobalt Truck Stop,Unknown,47.3716861,-79.7606559
Wayne's Corner Garage,Unknown,47.394747,-79.685426
Northroute Fuels,Unknown,47.732714,-80.340142
Alfie Lil-LuLu's,Unknown,47.7305523,-80.3315493
Mobil,Mobil,43.1408433,-80.2405411
Esso,Esso,43.2447279,-80.2556634
Canadian Tire,Canadian Tire,43.1725094,-80.2446502
Long Lake 58 General Store,Unknown,49.7858505,-86.5729406
Shell,Shell,49.7823515,-86.5342428
Husky,Unknown,49.777966,-86.538792
Husky Route Commander,Husky,49.7733432,-86.5344438
Missinaibi Hardware,Unknown,49.6130593,-83.2628572
Esso,Esso,48.49508,-81.356378
Krakana's,Unknown,48.4854331,-81.2088678
Rock Pine Motel,Unknown,46.6963079,-79.7690633
Fifth Wheel,Unknown,46.2586138,-79.3872072
Duchesnay Store,Unknown,46.331314,-79.527926
Necessities,Unknown,46.3336302,-79.5224948
MacEwen,MacEwen,46.331314,-79.527926
Formula 21,Unknown,49.0656,-81.005888
Formula 21,Unknown,49.4186997,-82.4223674
Shell,Shell,49.413366,-82.4198441
Petro-Canada,Petro-Canada,49.413151,-82.424798
A-One Variety,Unknown,48.1492008,-80.0382264
Joe Rent All,Unknown,48.1513247,-80.0298124
Little Fox Lodge Gas Station,Unknown,48.5343607,-80.1067789
Little Rapids General Store,Unknown,46.3027463,-83.549726
CAN-OP,Unknown,46.545609,-84.162784
Hagar's Service,Unknown,46.4547453,-80.415021
F/S,Unknown,46.3640979,-80.4165983
CAN-OP,Unknown,49.7670363,-92.6858003
Esso,Esso,49.786141,-92.799625
Co-Op,Unknown,49.7853366,-92.8101209
2 Bears Marina,Unknown,49.762278,-94.5525271
Husky,Husky,49.76724,-94.487872
Devil's Gap Marina,Unknown,49.7472917,-94.4812586
CAN-OP,Unknown,49.7612571,-94.5535008
Shell,Shell,49.7651116,-94.4869334
Bluewave Cardlock,Unknown,48.804037,-87.258739
Shell,Shell,48.811839,-87.2661696
CAN-OP,Unknown,50.1824769,-86.720594
XTR,Unknown,50.1848501,-86.7054586
Maxine Gas Stop,Unknown,51.2298033,-90.2295265
Casuals' Convenience,Unknown,51.467259,-90.19792
Frontier Foods,Unknown,51.484857,-90.158014
XTR,XTR,51.02018,-93.824744
CAN-OP,Unknown,48.463987,-89.182506
Flying J,Flying J,46.5569703,-84.3185452
Jiffy Car Wash,Unknown,46.516085,-84.340839
Esso,Esso,46.533979,-84.2487
Ker-Lin's Gen Store,Unknown,46.780696,-84.051418
UPI Energy,Unknown,46.583023,-81.182699
Petro-Canada,Petro-Canada,46.5690607,-81.2039071
Shell,Shell,48.373898,-89.3012573
Esso,Esso,48.3811026,-89.2975783
First Class Gas,Unknown,48.3453128,-89.3029807
Esso,Esso,49.122085,-85.838456
Miros Gas More,Unknown,47.6754405,-81.7249426
Esso,Esso,47.471677,-81.846685
Stinson,Stinson,45.4537507,-75.5086336
Amco,Unknown,45.527998,-79.320045
Hope's Gas Bar,Unknown,45.450972,-79.2474456
Red Pine Lodge,Unknown,48.1828705,-82.5049393
Husky,Husky,47.5362283,-79.673507
Stinson,Stinson,45.3550475,-76.4912317
Cloverleaf Gasoline,Unknown,48.6323522,-93.8340627
C C Complex,Unknown,48.6332965,-93.3613118
Esso,Esso,50.0930833,-91.9105856
Petro-Canada,Petro-Canada,50.0580014,-91.9775205
Rita's Cafe and Gas Bar,Unknown,48.3093486,-89.2372519
Grandpa's Store Gas Bar,Unknown,48.3088332,-89.2369181
Superette,Unknown,46.193765,-82.341671
Shell,Shell,44.0117211,-79.6778633
Foodland Gas,Unknown,46.1341576,-80.4319426
Young’s South Shore Centre,Unknown,46.1613825,-79.5067581
Shell,Shell,45.9182772,-82.4646276
Petro-Canada,Petro-Canada,48.404691,-89.255912
Esso,Esso,48.444828,-89.2659115
Central Car Wash,Unknown,48.411514,-89.259946
Sunys,Unknown,48.3648493,-89.2732231
Shell,Shell,48.3648172,-89.2882861
CAN-OP,Unknown,48.445187,-89.205401
St.Amant's,Unknown,45.7719698,-80.5669204
Esso,Esso,45.7704402,-80.497211
Happy Acre,Unknown,44.075716,-77.007036
PEACEMAKERS GAS BAR,centex,44.1798619,-77.0864546
Algonquin Outfitters,Unknown,45.6355533,-78.3601056
CO Video,Unknown,45.3796073,-77.6188932
Petro-Canada,Petro-Canada,45.819827,-82.162499
BB,Unknown,45.342433,-80.015659
Snug Harbour Marine,Unknown,45.3747123,-80.2997452
Ultramar,Ultramar,44.90637,-76.0313077
MacEwen,MacEwen,44.8489173,-76.1413617
Woods,Unknown,44.8083286,-77.6304683
John Francis Fuels,Unknown,44.8848823,-78.7390481
Pikwakanagan Fuels,Unknown,45.5742882,-77.2546314
Kelly's Landing,Unknown,45.1985181,-75.6373903
Shell,Shell,44.8202621,-77.1860736
Sunset Country Campground,Unknown,44.6453661,-76.6402792
Buck Bay Marina,Unknown,44.640995,-76.62642
Shell,Shell,44.3803925,-78.3843356
Otter Gas Marine,Unknown,44.4883358,-78.3697784
Shell,Shell,44.2950898,-77.5395172
Jody Campbell Fuels,Unknown,44.376486,-76.4794507
Shell,Shell,44.4106643,-76.5970923
Shell,Shell,45.83161,-82.167993
Green Acres,Unknown,45.8896717,-81.9210092
Petro-Canada,Petro-Canada,45.731647,-82.326179
Ahmic Marine,Unknown,45.6628579,-79.6406404
Sound Boat Works,Unknown,45.3292237,-80.0359802
Muskoka Gas Restaurant,Unknown,45.1084669,-79.7758457
Moon River Marine,Unknown,45.141973,-79.985018
Esso,Esso,45.858545,-77.220454
Honey Harbour Boat Club Marina,Unknown,44.8725905,-79.820161
Picnic Island Resort,Unknown,44.8637167,-79.8270504
Fast Stop,Unknown,44.1793952,-80.3797234
Esso,Esso,43.6484579,-79.6546742
Esso,Esso,44.3487761,-78.7640007
Husky,Husky,45.1911869,-74.3779454
Ultramar,Ultramar,44.528852,-78.741245
F/S,Unknown,44.1700227,-80.8164116
Pioneer,Pioneer,44.2446912,-76.9480796
O'Neil's,Unknown,44.277132,-76.715212
Shell,Shell,43.7366782,-81.6985124
F/S,Unknown,43.992845,-81.284966
Roote's Gas Bar,Unknown,44.516613,-81.286769
Econo-Gas,Unknown,44.5734376,-80.9467667
Pioneer,Pioneer,42.9747689,-79.2510657
Esso,Esso,43.9568369,-81.5058224
F/S,Unknown,43.9466567,-81.5294957
Shell,Shell,44.2641744,-80.5473055
Ultramar,Ultramar,44.5641686,-80.4565196
F/S,Unknown,44.1540881,-81.0132129
Newham Auto Sales,Unknown,42.2411,-82.232451
Fast Stop Express,Unknown,43.5562927,-80.9287637
GOCO,Unknown,42.438249,-81.888013
Ridgetown Feed Supply,Unknown,42.4402697,-81.8939166
Canadian Tire,Canadian Tire,42.5926913,-82.3913376
UPI Energy,Unknown,43.744406,-80.943317
Petro Line,Petro,43.7353481,-80.9656949
Kettle Stony Point First Nat,Unknown,43.1762392,-81.9890439
Cross Roads,Unknown,42.047598,-82.6214303
XTR,XTR,42.0481295,-82.6347048
Sunys,Unknown,44.7643322,-79.9433548
Beacon Bay Marina,Unknown,44.767242,-79.948497
Hindson Marina Gas,Unknown,44.771081,-79.953861
Petro-Canada,Petro-Canada,42.2565647,-82.9646261
Flying J,Flying J,42.2624906,-82.4613536
Mac's,Mac's,43.9088367,-80.8623928
Mohawk Marina,Unknown,42.859105,-79.471965
Costco Gasoline,Costco Gasoline,44.5940731,-79.4546653
Ure's Country Kitchen,Unknown,42.0599835,-83.0364703
Sugarloaf Marina Fuel Dock,Unknown,42.8754506,-79.2525689
Gales,Unknown,42.9204822,-78.9274818
LAS Gas,Unknown,44.728229,-79.669032
Fast Stop Express,Unknown,44.570996,-79.861164
UPI Energy,Unknown,42.9458329,-81.611566
Fast Stop,Unknown,43.725119,-80.495839
Esso,Esso,43.4774706,-80.7660474
Crosshill Country Gas Bar,Unknown,43.5315417,-80.7437515
Esso,Esso,43.257393,-81.162658
Esso,Esso,43.599973,-80.556564
Canadian Tire,Canadian Tire,43.6965142,-80.3688558
Esso,Esso,44.3434815,-79.8294802
UPI Energy,Unknown,43.079013,-81.383414
Virginia Beach Marina,Unknown,44.327716,-79.287
Old Railroad Stop,Unknown,44.1784591,-78.2035766
Esso,Esso,44.205035,-79.161258
Esso,Esso,42.3010758,-82.9997101
Petro-Canada,Petro-Canada,42.2965114,-83.0261707
Go Joe Gas,Unknown,44.1910499,-77.2549684
Smoke N' Country General Store,Unknown,44.1914973,-77.2555603
Ultramar,Ultramar,43.9707082,-78.9597423
Esso,Esso,43.2365001,-80.5562209
Sylvite,Unknown,42.9872867,-80.9514915
Esso,Esso,42.9885257,-81.0558887
Shell,Shell,43.9187984,-78.5818244
Shell,Shell,43.8500592,-79.5361045
Shell,Shell,43.2303599,-80.6061584
Gas King,Unknown,45.6116648,-74.6050945
Petro-Pass,Unknown,49.4183004,-91.6704744
Shell,Shell,43.8618911,-79.3873921
Costco Gasoline,Costco Gasoline,43.7694571,-79.6398745
Morgan Fuels,Esso,51.06345,-93.7693338
Esso,Esso,42.4777371,-81.9056618
Unknown,Unknown,43.6499581,-79.4385324
Petro-line,Unknown,42.9527712,-81.3314693
Canadian Tire,Canadian Tire,43.9094259,-78.7067226
Petro-Canada,Petro-Canada,43.6803622,-79.8449689
Crevier,Crevier,46.316762,-78.702836
Perkins,Unknown,45.8309998,-77.1421194
Lacroix Store,Unknown,45.8135217,-76.7694948
Circle K,Circle K,43.7136629,-79.6795169
Kenny's Store,Unknown,45.8193461,-76.8901969
Petro-Canada,Petro-Canada,43.6402844,-80.0255971
MBH Petroleum,Unknown,43.6331091,-80.0472321
Esso,Esso,43.6155518,-80.1478301
Petro-Canada,Petro-Canada,43.6139174,-80.1486047
Esso,Esso,43.699031,-80.133204
Esso,Esso,43.520704,-80.620343
UPI Energy,Unknown,43.531143,-80.55459
Esso,Esso,43.575883,-80.563731
Petro-Canada,Petro-Canada,43.201974,-80.2802557
Pioneer,Pioneer,43.2352084,-80.2876945
Petro King,Unknown,43.29826,-80.3117738
Gales,Unknown,43.0613473,-79.0573549
Pioneer,Pioneer,43.0798469,-79.1986716
Esso,Esso,43.080393,-79.1985606
7-Eleven,7-Eleven,43.1233879,-79.1994345
Keniry's Service Station,Unknown,43.129381,-79.19971
Gales,Unknown,43.1098888,-79.2154479
Shell,Shell,43.111307,-79.242926
Canadian Tire,Canadian Tire,43.0703355,-79.1087303
Esso,Esso,43.0707658,-79.1093613
Petro-Canada,Petro-Canada,43.0691475,-79.1180041
Gales,Unknown,43.0891154,-79.1058382
Petro-Canada,Petro-Canada,43.0697731,-79.1293512
Esso,Esso,43.0886268,-79.1353487
Gulf,Gulf,43.08909,-79.1355631
Shell,Shell,43.1038518,-79.110791
Petro-Canada,Petro-Canada,43.114816,-79.111347
Gales,Unknown,43.114831,-79.123728
Circle K,Circle K,43.1144926,-79.136706
Petro-Canada,Petro-Canada,43.1143724,-79.1768659
Global,Global,43.7025817,-79.2659509
Pioneer,Pioneer,43.503149,-80.380182
Canadian Tire,Canadian Tire,43.4658821,-80.4600271
Esso,Esso,43.4604468,-80.4757033
Shell,Shell,43.458962,-80.482192
Shell,Shell,43.4761027,-80.4839166
Esso,Esso,43.4630521,-80.4937149
Ultramar,Ultramar,43.4652433,-80.5047812
7-Eleven,7-Eleven,43.489171,-80.493007
Shell,Shell,43.495896,-80.50159
Petro-Canada,Petro-Canada,43.3865665,-80.4127323
RaceTrac,RaceTrac,43.4047116,-80.346408
Shell,Shell,43.4045384,-80.3853723
Petro-Canada,Petro-Canada,43.4080767,-80.3978536
Flying J,Flying J,43.3347947,-80.4328297
Esso,Esso,43.357481,-80.48202
Esso,Esso,43.398593,-80.447388
Petro-Canada,Petro-Canada,43.4332927,-80.4449827
Esso,Esso,43.450582,-80.443783
Petro-Canada,Petro-Canada,43.4504363,-80.4445818
Shell,Shell,43.4190106,-80.4697482
Petro-Canada,Petro-Canada,43.406762,-80.499659
Petro-Canada,Petro-Canada,43.4223003,-80.4875508
Esso,Esso,43.1961319,-80.7940705
Unknown,Unknown,51.1489325,-91.6040007
Esso,Esso,43.1810873,-79.2510277
Unknown,Unknown,51.0327725,-93.8623306
Shell,Shell,46.7011401,-80.9243509
Shell,Shell,34.0779422,-117.621599
Petro-Canada,Petro-Canada,43.9399234,-78.8503712
Shell,Shell,43.1541578,-80.2756742
Marina Gas,Unknown,46.3109475,-79.470383
Petro-Canada,Petro-Canada,43.7602255,-79.7937296
Pipeline Commercial,Unknown,45.4183311,-76.3748825
Costco Gasoline,Costco Gasoline,43.6113464,-79.690811
Esso,Esso,44.5983906,-80.5861604
Petro-Canada,Petro-Canada,44.376471,-79.7197163
K&A Variety & Gas Bar,Unknown,48.3563611,-89.2738536
Ultramar,Ultramar,44.9035013,-75.1770857
Pioneer,Pioneer,45.4069744,-75.6171517
Petro-Pass,Petro,45.4121546,-75.6122084
Inver,Inver,43.3652801,-80.9876081
Shell,Shell,43.3641478,-80.9893518
7-Eleven,7-Eleven,43.3639958,-80.9887188
Pioneer,Pioneer,44.2578286,-76.5422932
Mobil,Mobil,43.7023254,-80.3758187
Petro-Canada,Petro-Canada,43.8484885,-79.2804283
Petro-Canada,Petro-Canada,43.0595778,-79.2505445
Mr Gas,Mr Gas,44.7109415,-75.5122237
A1 Petro Biz,Unknown,43.7558516,-79.5694369
Pioneer,Pioneer,43.3858964,-80.4111431
Petro-Pass,Unknown,43.6231375,-79.5391515
Pioneer,Pioneer,43.3019393,-79.9470904
Drummond's Gas,Unknown,44.9146528,-75.836437
MacEwen,MacEwen,44.7612511,-75.7386477
MacEwen,MacEwen,44.8345695,-75.9377327
Gourley's Gas Bar,Unknown,45.4573048,-76.7371684
XTR,XTR,44.6275107,-75.9479579
Stinson,Stinson,44.3934411,-76.0177249
Shell,Shell,44.248792,-76.9472471
XTR,XTR,44.9754027,-75.2442884
Ultramar,Ultramar,45.3146683,-74.6398245
Fast Stop,Unknown,43.0279845,-81.1882515
S&W Service Centre,Unknown,43.1957489,-79.2589947
7-Eleven,7-Eleven,43.1862341,-79.2514565
Drummond's Gas,Unknown,45.1458871,-75.6066562
Canadian Tire,Canadian Tire,43.175167,-79.2156004
Esso,Esso,43.1771663,-79.266238
Petro-Canada,Petro-Canada,43.1699228,-79.2641154
Gales,Unknown,43.1647229,-79.2604791
Mobil,Mobil,34.0698214,-117.592851
Shell,Shell,44.1458761,-77.4108504
Petro-Canada,Petro-Canada,43.142792,-79.2397558
Gales,Unknown,43.1446579,-79.2602546
Esso,Esso,43.7463247,-79.2306174
Elgin Gas & Wash,Unknown,43.3734112,-80.3025957
Circle K,Circle K,44.6122759,-79.4532447
Petro-Canada,Petro-Canada,44.609243,-79.4369507
Canadian Tire,Canadian Tire,42.9059274,-79.2659781
Esso,Esso,45.1294821,-76.1237915
Gales,Unknown,43.115513,-79.1014602
MacEwen,MacEwen,44.939383,-75.3595269
Canadian Tire,Canadian Tire,43.0055744,-81.1716728
Pioneer,Pioneer,43.002432,-81.1829792
Esso,Esso,45.3101075,-75.9183745
Esso,Esso,45.2941771,-75.9278065
Esso,Esso,43.8131028,-79.1241655
Canadian Tire,Canadian Tire,42.980518,-82.3549023
Petro-Canada,Petro-Canada,42.9797433,-82.355853
Mobil,Mobil,42.9788704,-82.3649895
Petro-Canada,Petro-Canada,42.9792888,-82.3661589
Esso,Esso,42.9791473,-82.3671534
Mac's,Mac's,42.9610297,-82.3766358
Esso,Esso,42.9850246,-82.3908275
Shell,Shell,42.9851926,-82.3998161
Esso,Esso,42.9798267,-82.4036402
7-Eleven,7-Eleven,42.9785559,-82.4037342
Shell,Shell,42.2688731,-83.0107916
Canadian Tire,Canadian Tire,42.2549056,-83.0015465
Unknown,Unknown,42.2686652,-82.9656339
MacEwen,MacEwen,42.9796641,-81.630227
DK - London Fuel Access Centre,Unknown,43.0272512,-81.1545464
Pioneer,Pioneer,42.9484206,-81.6139203
Canadian Tire Gas Bar,Canadian Tire,49.0592677,-81.045014
Canadian Tire,Canadian Tire,42.9298691,-81.2200546
Pioneer,Pioneer,43.3621124,-81.4841097
Francis Fuels,Unknown,45.3332345,-76.2905229
Unknown,Unknown,43.6973533,-79.8462577
Canadian Tire,Canadian Tire,49.6910912,-83.6777815
Husky,Husky,43.0198358,-81.2147735
Petro-Canada,Petro-Canada,43.0193349,-81.2156197
Petro-Canada,Petro-Canada,42.9929017,-81.1696965
Esso,Esso,42.9840154,-81.29339
Shell,Shell,42.9255763,-81.2158611
Petro-Canada,Petro-Canada,42.9393688,-81.2810294
Husky,Husky,42.9569795,-81.2627313
Petro-Canada,Petro-Canada,42.9617528,-81.2011531
Husky,Husky,42.9613655,-81.2000185
Esso,Esso,42.9441211,-81.21515
Petro-Canada,Petro-Canada,42.9965444,-81.2032524
Esso,Esso,43.0101423,-81.1542851
Petro-Canada,Petro-Canada,43.0098029,-81.1586068
Esso,Esso,42.9697453,-81.2132993
Esso,Esso,43.6915326,-79.6554297
Esso,Esso,42.4145693,-82.199913
Shell,Shell,42.3881403,-82.2020658
Esso,Esso,42.3791032,-82.2168068
Esso,Esso,42.3966888,-82.1777125
Esso,Esso,42.3481065,-82.182087
XTR,XTR,42.592125,-82.1792643
Global,Global,42.5916551,-82.179955
Esso,Esso,42.9842176,-82.3311861
Petro Pass,Unknown,42.9832703,-82.3266077
De Sena's Gas Bar,Unknown,43.0277959,-82.2544187
Pioneer,Pioneer,42.9954019,-82.3656124
Petro-Canada,Petro-Canada,42.3118847,-82.877007
Petro-Canada,Petro-Canada,42.3119368,-82.8696081
7-Eleven,7-Eleven,42.3084056,-82.9637294
7-Eleven,7-Eleven,42.2973948,-83.0213366
Mobil,Mobil,42.2896118,-83.0240217
Esso,Esso,42.2796067,-83.0082224
Shell,Shell,42.2600236,-83.0849511
7-Eleven,7-Eleven,43.7716785,-79.7564231
Petro-Canada,Petro-Canada,42.4079159,-82.1916219
MacEwen,MacEwen,45.1030649,-75.2302773
Stinson,Stinson,45.101352,-75.2291675
Francis,Unknown,45.1758477,-75.1091158
Esso,Esso,42.3243952,-82.9941389
Petro-Line,Unknown,42.3315449,-82.954332
Unknown,Unknown,54.9967048,-85.4229096
Esso,Esso,42.8922057,-82.4528975
Mobil,Mobil,42.8761774,-82.4557838
Esso,Esso,43.737949,-79.2402636
Ultramar,Ultramar,44.1814785,-77.446969
Esso,Esso,44.177875,-77.445436
Petro-Canada,Petro-Canada,44.1895727,-77.3854603
Esso,Esso,44.2973837,-77.5437934
Oasis Gas Bar,Unknown,44.2027352,-77.5911399
Esso,Esso,44.1294573,-77.5795125
Ultramar,Ultramar,44.1051422,-77.5685455
Esso,Esso,44.1188832,-77.5766484
Goodyear,Unknown,44.0963481,-77.5895717
Esso,Esso,44.0939084,-77.602122
Esso,Esso,44.3034851,-77.9548233
Ultramar,Ultramar,43.9727024,-78.2873473
MacEwen,MacEwen,44.3314815,-76.1600029
Petro-Canada,Petro-Canada,44.4202577,-78.2777836
Tas Fuel,Unknown,45.018771,-74.7027199
Esso,Esso,45.035042,-74.7143626
Canadian Tire,Canadian Tire,45.0297667,-74.7322052
Shell,Shell,45.0209839,-74.7183904
Woods,Unknown,44.9565145,-76.9850072
Ultramar,Ultramar,44.3823895,-78.3844307
Premium Fuels,Unknown,44.1520378,-78.4478341
RaceTrac,RaceTrac,44.0973439,-78.9585533
Pioneer,Pioneer,43.9014108,-78.6764859
Ultramar,Ultramar,43.8752734,-78.9612483
Esso,Esso,44.3373185,-80.0788354
Canadian Tire,Canadian Tire,46.6531898,-80.9843319
Petro-Canada,Petro-Canada,46.6525258,-80.9895085
Esso,Esso,46.5691286,-81.2005137
Circle K,Circle K,46.4222971,-81.1405281
Esso,Esso,44.3155427,-79.3672434
Esso,Esso,46.7028014,-80.9232379
Shell,Shell,46.4628212,-81.0099643
Esso,Esso,46.4532088,-81.0054298
Petro-Canada,Petro-Canada,48.4854392,-81.2112521
Ultramar,Ultramar,43.9744968,-79.2821224
Canadian Tire,Canadian Tire,48.4719774,-81.40527
Esso,Esso,48.4728416,-81.4012286
Pioneer,Pioneer,48.4722136,-81.3802299
Mr Gas,Unknown,46.3240614,-79.4304572
Shell,Shell,46.3313475,-79.4658613
Esso,Esso,49.4132344,-82.4189813
Unknown,Unknown,45.5321556,-77.0975744
Canadian Tire,Canadian Tire,45.3179341,-75.592977
Ultramar,Ultramar,44.377795,-78.7809071
Petro-Canada,Petro-Canada,44.4332742,-77.8936806
Husky,Husky,43.893012,-78.8394678
Unknown,Unknown,43.0209097,-79.8902902
U Plus Gas,Unknown,43.2390044,-79.8207147
Ultramar,Ultramar,44.7971172,-76.6829821
Canadian Tire,Canadian Tire,44.604409,-79.4171247
Ultramar,Ultramar,44.624483,-79.433513
Pioneer,Pioneer,44.6225429,-79.4320902
Esso,Esso,43.1378116,-80.7001462
Shell,Shell,43.623708,-79.5876054
Esso,Esso,44.3831333,-79.7051491
Circle K,Circle K,44.3401253,-79.6627908
Pioneer,Pioneer,44.3588649,-79.6512572
Esso,Esso,43.305358,-80.4713448
Mobil,Mobil,43.0025954,-81.2272373
Pioneer,Pioneer,43.5441116,-80.2669287
Shell,Shell,43.551988,-80.277742
Canadian Tire,Canadian Tire,43.8616548,-79.7121807
PetroPlus Travel Station,Unknown,43.0448329,-80.0547659
Petro-Canada,Petro-Canada,43.2172603,-79.9877512
Esso,Esso,43.2172273,-79.9887156
Shell,Shell,42.2635828,-82.4321369
Circle K,Circle K,42.2637317,-82.4315291
UPI Energy,Unknown,42.4017131,-82.1704966
UPI Energy,Unknown,45.0272955,-74.751564
Esso,Esso,43.7130435,-80.3886202
Circle K,Circle K,44.583397,-79.8657834
Petro-Canada,Petro-Canada,43.1516996,-80.7723162
XTR,XTR,44.3215166,-76.8733094
Ultramar,Ultramar,44.5125575,-77.4809225
Canadian Tire,Canadian Tire,44.7400471,-79.9129159
Canadian Tire,Canadian Tire,42.9057889,-78.9250299
Pioneer,Pioneer,42.9058701,-78.920394
Esso,Esso,43.9919929,-78.0254619
Ultramar,Ultramar,44.3778138,-77.9841995
Pioneer,Pioneer,42.2747774,-82.9764144
Esso,Esso,42.2371235,-82.9635465
Shell,Shell,43.7332574,-80.9520547
Petro-Canada,Petro-Canada,43.7360833,-80.9650259
MacEwen,MacEwen,45.1500611,-76.1414538
Petro-Canada,Petro-Canada,42.229431,-83.1024769
Shell,Shell,45.8082461,-77.1205674
Ultramar,Ultramar,45.8173763,-77.1388614
Esso,Esso,43.1767638,-80.2788699
Petro-Canada,Petro-Canada,43.6744812,-79.3077974
Petro-Pass Truck Stop,Petro,44.371519,-79.6753138
Esso,Esso,43.2615217,-81.1186914
Petro-Pass,Unknown,43.7594756,-79.4895255
Petro V Plus,Unknown,43.6976062,-79.440338
Esso,Esso,43.1189291,-79.5875868
Petro-Canada,Petro-Canada,43.1831523,-79.3948654
Esso,Esso,43.1451243,-79.3684369
Pioneer,Pioneer,43.6698125,-79.4789777
Pioneer,Pioneer,43.0577738,-80.9991884
Pioneer,Pioneer,43.150428,-79.2139276
Stinson,Stinson,45.0389217,-76.0596097
Circle K,Circle K,43.0215981,-79.2858226
BB,Unknown,43.0498094,-79.2744605
Pioneer,Pioneer,43.0077649,-79.2857087
Petro-Canada,Petro-Canada,43.0040399,-79.2526375
Husky,Husky,43.0038799,-79.2551821
Petro-Canada,Petro-Canada,43.0217688,-79.250102
Esso,Esso,43.0125296,-79.2503431
Esso,Esso,42.9744649,-79.2359737
Circle K,Circle K,46.5367245,-84.3822382
Petro-Canada,Petro-Canada,46.5545059,-84.3202384
Petro-Canada,Petro-Canada,43.0891744,-79.1304566
Esso,Esso,46.5201199,-84.3200632
Petro-Canada,Petro-Canada,46.522906,-84.2703427
Mobil,Mobil,43.0919784,-79.0854438
XTR,XTR,43.226232,-79.7553274
Esso,Esso,43.9188917,-78.5840848
Ultramar,Ultramar,43.9419193,-78.6024611
Esso,Esso,43.9943707,-78.6088876
MacEwen,MacEwen,44.740055,-75.9949891
Shell,Shell,44.4400817,-76.6689679
Stinson,Stinson,44.5427635,-76.6792864
Stinson,Stinson,45.6139886,-77.5311667
Esso,Esso,46.1715004,-77.6972571
Esso,Esso,44.3356047,-76.8332492
Esso,Esso,44.4833608,-77.6814101
Village Variety,Unknown,44.1974918,-77.2304564
Shell,Shell,44.0481987,-77.5796876
Roblin Gasbar,Unknown,44.3786069,-77.0212051
Free Flow,Unknown,44.1496914,-77.6972207
Shell,Shell,44.7535244,-78.086992
Econo,Unknown,44.1322538,-78.3534252
Esso,Esso,44.2041146,-78.3866934
Olco,Unknown,44.410202,-78.4310971
Woods,Unknown,44.8413827,-77.6536543
Esso,Esso,44.4333772,-77.8858067
Havelock Gas Bar,Unknown,44.4332562,-77.8878186
Pioneer,Pioneer,43.6835395,-79.3012097
Woods,Unknown,45.1266365,-77.5769387
Eagle Lake Country Market,Unknown,45.1291208,-78.5101385
Not Just Gas,Unknown,44.9068154,-78.3781474
Irondale Country Store,Unknown,44.8759508,-78.5245593
Ultramar,Ultramar,44.3087824,-78.9889297
Amco,Unknown,44.285031,-78.859431
Amco,Unknown,44.4014221,-78.9945409
